Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Cellulomonas sp003696205	0	0	3	2	7	3	3	2	8	1	1074	265	59	4	5	1	10	1	0	0	7	5	0	0	6	0	10	1	0	0	0	0	3	0	1	1	4	3	1	2	1	2	1	1	5	3	1	0	935	139	154	111	44	15	1	3	1	4	1	0	7	3	0	1	0	0	0	0	6	1	1	4	0	0	0	0	4	2	0	0	6	4	0	1
Cellulomonas sp008033115	0	0	6	3	3	1	4	1	4	2	907	248	10	3	3	0	0	2	0	0	7	3	0	0	2	2	0	0	0	0	0	0	5	1	2	1	3	0	0	1	4	0	0	1	2	2	2	0	821	86	158	90	7	3	2	1	1	2	0	0	0	0	0	2	0	0	0	0	3	4	2	1	0	0	0	0	1	1	0	2	0	0	0	0
Cellulomonas sp014763765	1	0	5	2	4	1	10	1	3	1	6474	1511	23	1	4	0	6	1	1	0	11	3	1	1	6	0	3	0	0	1	0	0	5	0	2	0	3	1	1	0	7	3	1	0	2	1	0	1	5731	743	895	616	19	4	1	0	2	2	0	0	4	2	0	1	1	0	0	0	10	1	2	1	0	1	1	0	5	1	0	0	3	0	0	0
Centipeda infelix	0	0	1400	853	987	695	15	2	10	7	1	1	0	0	23	8	20	14	0	0	29	24	1	0	9	3	4	2	0	0	0	0	1161	239	605	248	808	179	495	200	13	2	0	2	8	2	1	6	1	0	0	1	0	0	0	0	10	13	3	5	12	8	9	5	0	0	0	0	22	7	15	9	0	1	0	0	8	1	2	1	4	0	2	0
Centipeda massiliensis	0	0	1051	622	847	517	1	0	7	4	1	0	0	0	10	3	16	12	5	0	39	21	0	0	3	2	13	1	0	0	0	0	881	170	439	183	664	183	351	166	1	0	0	0	3	4	1	3	0	1	0	0	0	0	0	0	8	2	0	3	7	9	8	4	4	1	0	0	31	8	17	4	0	0	0	0	3	0	1	1	11	2	1	0
Centipeda noxia	1	1	2603	1830	3284	2472	49	5	22	16	9	1	10	1	42	13	71	38	0	1	185	114	6	1	70	29	112	12	1	0	0	1	2106	497	1207	623	2492	792	1655	817	32	17	2	3	13	9	11	5	6	3	1	0	10	0	0	1	28	14	7	6	36	35	18	20	0	0	1	0	137	48	61	53	6	0	1	0	40	30	11	18	88	24	8	4
Centipeda periodontii	0	0	2399	1564	1312	894	7	1	6	4	0	0	1	1	15	5	17	13	0	0	18	9	3	0	5	2	0	0	0	0	0	0	2010	389	1116	448	1081	231	641	253	7	0	1	0	3	3	2	2	0	0	0	0	1	0	0	1	9	6	2	3	8	9	8	5	0	0	0	0	17	1	5	4	0	3	0	0	3	2	2	0	0	0	0	0
Centipeda sp000286455	0	0	457	306	301	183	5	1	1	0	0	0	0	0	9	3	17	9	1	0	15	10	1	0	6	1	17	0	0	0	0	0	379	78	221	85	240	61	126	57	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0	3	9	8	5	4	1	0	0	0	13	2	6	4	0	1	0	0	5	1	1	0	17	0	0	0
Centipeda sp000318175	1	0	426	225	256	187	2	0	7	0	2	1	0	1	11	5	13	9	0	0	18	10	0	1	1	1	5	0	0	1	0	0	336	90	140	85	203	53	131	56	2	0	0	0	4	3	0	0	0	2	0	1	0	0	1	0	7	4	1	4	7	6	2	7	0	0	0	0	16	2	3	7	0	0	0	1	0	1	1	0	5	0	0	0
Centipeda sp000468035	2	0	2086	1485	5556	3721	31	5	12	8	0	1	5	4	40	12	77	42	0	0	62	40	0	0	15	10	8	1	2	0	0	0	1684	402	1004	481	4388	1168	2590	1131	14	17	2	3	7	5	3	5	0	0	0	1	5	0	4	0	23	17	5	7	57	20	17	25	0	0	0	0	51	11	24	16	0	0	0	0	12	3	5	5	6	2	0	1
Centipeda sp001683335	0	0	1147	694	401	269	11	1	15	2	2	0	0	0	11	6	18	7	0	0	23	18	0	0	5	1	6	0	0	0	0	0	960	187	474	220	317	84	187	82	6	5	1	0	7	8	1	1	1	1	0	0	0	0	0	0	4	7	2	4	8	10	4	3	0	0	0	0	11	12	9	9	0	0	0	0	4	1	0	1	6	0	0	0
Centipeda sp001717585	0	0	3485	2266	939	660	15	2	3	2	0	0	0	0	16	6	18	15	0	0	28	24	0	0	3	3	8	0	0	0	0	0	2862	623	1554	712	759	180	438	222	2	13	0	2	2	1	2	0	0	0	0	0	0	0	0	0	10	6	2	4	14	4	8	7	0	0	0	0	22	6	15	9	0	0	0	0	0	3	2	1	4	4	0	0
Centipeda sp905372865	0	0	633	420	2181	1329	23	0	10	0	2	1	7	0	18	4	17	7	0	0	20	7	0	0	4	1	7	0	0	0	0	0	521	112	290	130	1748	433	923	406	23	0	0	0	6	4	0	0	2	0	1	0	7	0	0	0	8	10	1	3	11	6	1	6	0	0	0	0	15	5	3	4	0	0	0	0	2	2	0	1	5	2	0	0
Chlorobium sp016866305	0	0	0	0	263	254	1	0	0	1	2	2	0	0	28	12	132	62	0	0	454	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	30	216	38	0	1	0	0	0	0	0	1	2	0	0	2	0	0	0	0	20	8	7	5	103	29	37	25	0	0	0	0	392	62	211	75	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium caeni A	1	3	0	0	0	3	24	124	1	3	5	6	6	6	4	1	7	11	2	0	4	3	4	9	789	414	59	53	1	0	2	1	0	0	0	0	0	0	3	0	16	8	83	41	1	0	1	2	5	0	4	2	6	0	3	3	3	1	0	1	7	0	8	3	2	0	0	0	3	1	3	0	4	0	5	4	625	164	228	186	47	12	35	18
Cloacibacterium normanense	0	3	0	0	1	2	20	93	2	1	2	0	0	2	3	2	1	2	2	0	1	4	4	9	681	366	33	44	0	0	2	1	0	0	0	0	1	0	2	0	18	2	54	39	2	0	0	1	2	0	0	0	0	0	2	0	3	0	0	2	1	0	1	1	2	0	0	0	1	0	4	0	4	0	5	4	548	133	221	145	23	10	32	12
Cloacibacterium sp002422665	2	2	0	0	0	6	17	74	0	0	0	3	4	4	2	1	0	3	1	1	3	3	1	2	1074	560	27	26	2	0	1	1	0	0	0	0	0	0	6	0	10	7	48	26	0	0	0	0	0	0	2	1	0	4	3	1	1	1	0	1	0	0	2	1	1	0	1	0	3	0	2	1	1	0	1	1	844	230	316	244	17	10	18	8
Clostridium A leptum	2	0	2	1	1	0	555	59	14	5	529	134	67	0	58	6	32	13	167	5	8	4	262	21	110	24	122	12	1	1	0	0	2	0	0	1	1	0	0	0	452	103	41	18	12	2	5	0	483	46	94	40	60	7	0	0	48	10	3	3	30	2	5	8	156	11	3	2	7	1	3	1	228	34	12	9	79	31	10	14	92	30	7	5
Cohnella sp019091135	0	0	1	0	1	0	34	5	8	3	35	9	14	6	1	0	2	2	0	0	1	1	0	1	1	0	1179	337	0	0	0	0	1	0	0	0	1	0	0	0	34	0	5	0	8	0	2	1	32	3	9	0	14	0	5	1	1	0	0	0	1	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1013	166	227	110
Comamonas antarcticus	7	1	3	0	9	0	11	1	3	1	37	13	5	1	19	1	7	3	9	0	2266	784	11	0	7	2	5	0	5	2	0	1	1	2	0	0	6	3	0	0	11	0	1	0	1	2	1	0	33	4	10	3	5	0	1	0	16	3	0	1	6	1	2	1	4	5	0	0	2179	87	611	173	11	0	0	0	4	3	1	1	1	4	0	0
Comamonas jiangduensis	14	2	1	0	3	1	7	2	3	1	5	4	8	0	20	4	8	3	2	0	4	0	2	1	1500	288	2	0	10	4	1	1	1	0	0	0	3	0	1	0	7	0	2	0	2	1	0	1	5	0	3	1	8	0	0	0	7	13	1	3	4	4	3	0	2	0	0	0	2	2	0	0	2	0	0	1	1137	363	127	161	2	0	0	0
Comamonas sp002472915	1	0	1	2	10	1	18	0	2	1	18	1	0	0	25	10	17	3	3	0	788	286	4	0	6	1	3	1	1	0	0	0	0	1	2	0	8	2	0	1	14	4	0	0	1	1	0	1	14	4	0	1	0	0	0	0	18	7	3	7	11	6	2	1	3	0	0	0	763	25	244	42	3	1	0	0	4	2	0	1	3	0	0	1
Corynebacterium accolens	21	9	1	1	1	3	2280	306	52	17	582	128	10	4	119	9	71	18	32	1	12	8	906	46	131	15	371	41	15	6	0	9	1	0	1	0	1	0	1	2	2013	267	231	75	49	3	12	5	531	51	87	41	10	0	2	2	111	8	7	2	63	8	14	4	27	5	0	1	12	0	7	1	879	27	29	17	114	17	11	4	310	61	27	14
Corynebacterium afermentans	56	20	0	1	3	1	565	22	4	2	86	25	44	7	68	3	16	3	219	8	4	4	184	10	52	9	858	108	42	14	11	9	0	0	1	0	1	2	0	1	477	88	18	4	3	1	1	1	71	15	16	9	33	11	2	5	60	8	3	0	14	2	3	0	190	29	7	1	3	1	3	1	175	9	6	4	45	7	6	3	673	185	53	55
Corynebacterium appendicis	49	11	2	3	3	0	347	8	2	2	42	12	16	7	18	1	8	8	306	14	9	7	270	21	31	13	265	29	42	7	2	9	1	1	2	1	0	3	0	0	269	78	8	0	2	0	1	1	37	5	5	7	16	0	5	2	14	4	0	1	6	2	1	7	266	40	5	9	8	1	4	3	215	55	11	10	27	4	6	7	224	41	13	16
Corynebacterium aurimucosum E	34	5	0	0	0	1	841	51	12	4	208	55	35	5	215	11	37	10	73	2	10	5	91	7	65	11	684	95	21	13	2	3	0	0	0	0	0	0	1	0	711	130	34	17	11	1	3	1	191	17	33	22	34	1	2	3	204	11	7	4	33	4	8	2	71	2	2	0	9	1	3	2	85	6	5	2	51	14	7	4	544	140	55	40
Corynebacterium durum	21	11	4	6	400	310	341	41	737	280	155	40	15	3	1493	458	5224	1451	21	0	4294	1585	56	6	35	6	411	76	16	5	5	6	2	2	4	2	298	102	202	108	299	42	29	12	530	207	175	105	122	33	23	17	12	3	3	0	890	603	192	266	3910	1314	810	641	15	6	0	0	3903	391	1174	411	52	4	3	3	26	9	2	4	261	150	39	37
Corynebacterium genitalium A	16	4	1	0	0	2	59	8	4	1	61	14	33	3	85	6	34	5	32	0	30	7	43	5	39	7	1323	150	10	6	2	2	1	0	0	0	0	0	1	1	42	17	5	3	3	1	1	0	53	8	10	4	27	6	1	2	79	6	4	2	29	5	2	3	31	1	0	0	27	3	4	3	38	5	3	2	26	13	3	4	982	341	87	63
Corynebacterium gottingense	15	5	3	1	4	4	411	18	5	2	68	15	33	3	144	5	22	5	83	1	83	28	150	7	81	15	2496	185	11	4	1	4	1	2	1	0	4	0	3	1	339	72	13	5	2	3	1	1	52	16	9	6	21	12	2	1	131	13	3	2	16	6	4	1	67	16	1	0	77	6	23	5	136	14	4	3	48	33	7	8	1891	605	100	85
Corynebacterium haemomassiliense	22	3	0	1	1	1	474	37	7	4	223	34	17	4	93	4	23	6	174	4	19	9	215	17	75	11	2118	211	17	5	0	3	0	0	0	1	0	1	0	1	381	93	26	11	7	0	4	0	204	19	27	7	16	1	2	2	85	8	3	1	20	3	4	2	164	10	3	1	16	3	4	5	200	15	9	8	68	7	6	5	1634	484	101	110
Corynebacterium jeikeium A	7	1	0	0	1	0	21	2	10	1	7	2	7	0	15	1	7	1	1	0	8	1	10	0	2	0	1339	112	2	5	1	0	0	0	0	0	1	0	0	0	15	6	2	0	7	3	0	1	7	0	0	2	4	3	0	0	12	3	1	0	7	0	0	1	1	0	0	0	7	1	0	1	9	1	0	0	2	0	0	0	1021	318	59	53
Corynebacterium kefirresidentii	21	6	1	0	3	3	2777	292	90	55	2069	493	77	10	343	14	220	41	596	26	55	23	964	50	213	51	5100	459	13	8	3	3	1	0	0	0	1	2	2	1	2437	340	206	86	79	11	46	9	1928	141	368	125	72	5	5	5	318	25	8	6	209	11	29	12	551	45	18	8	49	6	21	2	931	33	29	21	163	50	24	27	4100	1000	280	179
Corynebacterium kroppenstedtii B	12	3	2	1	0	4	800	66	6	2	139	35	58	10	477	31	693	202	219	4	5	1	178	16	188	53	1136	177	11	1	0	3	1	1	1	0	0	0	1	3	709	91	49	17	6	0	2	0	132	7	25	10	51	7	6	4	442	35	18	13	591	102	127	75	200	19	3	1	5	0	1	0	159	19	5	11	144	44	33	20	932	204	107	70
Corynebacterium lipophilum	41	9	2	0	3	0	259	11	2	2	34	14	23	2	37	1	11	4	142	5	11	4	125	8	29	9	854	86	29	12	4	5	1	1	0	0	1	2	0	0	216	43	9	2	2	0	2	0	30	4	5	9	18	5	0	2	35	2	0	1	9	2	2	2	129	13	5	0	10	1	2	2	114	11	3	5	22	7	6	3	644	210	45	41
Corynebacterium matruchotii	13	3	4126	2783	28725	22056	486	24	283	213	215	33	9	4	8633	3051	996	667	63	6	460	357	81	7	94	19	887	119	3	10	1	2	3233	893	1917	866	21721	7004	15189	6867	431	55	13	11	136	147	69	144	180	35	19	14	5	4	2	2	4644	3989	1286	1765	536	460	268	399	62	1	4	2	264	196	157	200	78	3	4	3	73	21	10	9	727	160	66	53
Corynebacterium minutissimum B	2	1	0	0	1	0	32	2	1	0	24	7	10	1	14	3	4	2	39	1	3	1	82	2	22	3	998	83	1	1	0	1	0	0	0	0	0	1	0	0	31	1	1	1	1	0	0	0	20	4	6	1	7	3	0	1	13	1	3	0	4	0	1	1	37	2	1	0	2	1	0	1	76	6	2	0	16	6	1	2	805	193	51	32
Corynebacterium singulare	25	7	1	1	2	3	70	3	5	0	18	6	9	0	39	1	11	5	111	9	37	10	153	7	15	9	60745	5111	19	6	3	4	1	0	0	1	2	0	1	2	69	1	3	0	4	1	0	0	15	3	5	1	4	5	0	0	36	3	1	0	8	3	4	1	100	11	5	4	35	2	9	1	146	7	5	2	12	3	3	6	48259	12486	2822	2289
Corynebacterium sp000478175	12	3	0	0	2	1	2268	266	29	23	316	71	29	4	128	9	77	13	48	1	15	8	754	26	91	24	331	38	6	6	1	2	0	0	0	0	1	1	1	0	2032	236	201	65	23	6	19	4	287	29	50	21	27	2	1	3	123	5	6	3	70	7	10	3	45	3	0	1	15	0	6	2	716	38	21	5	66	25	13	11	281	50	18	20
Corynebacterium sp001807265	14	0	3	1	1	4	114	10	2	2	41	10	17	0	30	1	2	2	105	3	5	4	126	8	18	6	1008	100	10	4	0	0	2	1	1	0	0	1	3	1	82	32	8	2	1	1	1	1	37	4	8	2	17	0	0	0	28	2	0	1	2	0	1	1	98	7	3	0	4	1	4	0	116	10	3	5	15	3	4	2	772	236	57	43
Corynebacterium sp001812805	4	1	0	0	2	1	26	5	0	0	13	3	8	0	5	1	1	1	1	1	4	2	18	2	8	6	1640	138	3	1	1	0	0	0	0	0	1	1	1	0	23	3	2	3	0	0	0	0	10	3	2	1	8	0	0	0	4	1	1	0	1	0	0	1	1	0	1	0	3	1	1	1	18	0	1	1	5	3	4	2	1326	314	81	57
Corynebacterium sp017942225	16	5	1	0	6	1	84	2	9	5	85	7	4	1	15	3	16	3	216	16	13	7	141	7	14	5	828	79	13	3	3	2	1	0	0	0	3	3	1	0	74	10	0	2	5	4	4	1	78	7	4	3	4	0	1	0	12	3	1	2	11	5	3	0	187	29	12	4	11	2	5	2	133	8	5	2	8	6	1	4	661	167	42	37
Corynebacterium sp900539985	14	6	0	0	1	2	358	31	6	1	156	28	33	2	83	8	29	4	50	4	9	5	65	6	48	10	405	37	12	2	3	3	0	0	0	0	1	0	1	1	311	47	20	11	6	0	1	0	137	19	21	7	33	0	2	0	77	6	8	0	23	6	4	0	44	6	3	1	8	1	3	2	55	10	4	2	40	8	5	5	312	93	18	19
Corynebacterium tuberculostearicum	29	5	2	1	1	0	387	45	18	1	193	45	68	2	148	4	31	10	61	1	18	15	86	7	61	14	913	88	20	9	3	2	2	0	1	0	0	1	0	0	342	45	34	11	17	1	1	0	175	18	28	17	57	11	0	2	138	10	2	2	28	3	6	4	47	14	1	0	18	0	14	1	75	11	5	2	49	12	5	9	771	142	52	36
Corynebacterium tuberculostearicum C	15	2	0	1	0	0	324	32	11	4	165	41	53	4	128	11	30	7	62	1	20	9	121	4	32	12	772	65	14	1	2	0	0	0	1	0	0	0	0	0	267	57	24	8	10	1	4	0	147	18	29	12	53	0	2	2	118	10	6	5	28	2	6	1	55	7	0	1	20	0	9	0	105	16	2	2	25	7	8	4	630	142	33	32
Corynebacterium tuberculostearicum D	32	13	1	1	0	0	475	36	7	5	195	42	40	3	107	4	35	7	135	7	17	7	55	5	53	8	582	58	26	6	6	7	1	0	0	1	0	0	0	0	375	100	23	13	6	1	4	1	177	18	32	10	33	7	2	1	99	8	4	0	32	3	3	4	118	17	3	4	16	1	5	2	43	12	4	1	41	12	1	7	480	102	36	22
Corynebacterium vitaeruminis	0	0	4	2	10	2	19	2	11	4	5	1	49	3	8	1	9	3	7	1	8	6	22	1	1159	273	20	1	0	0	0	0	4	0	1	1	8	2	2	0	14	5	1	1	8	3	1	3	4	1	1	0	32	17	2	1	5	3	0	1	5	4	1	2	6	1	1	0	5	3	3	3	22	0	0	1	780	379	120	153	13	7	1	0
Cupriavidus basilensis	0	1	11	1	4	0	23	1	1	0	24038	6781	5	7	19	0	10	2	4	0	6	1	1	0	5	0	5	0	0	0	1	0	5	6	1	0	0	4	0	0	12	11	1	0	1	0	0	0	21108	2930	4415	2366	1	4	5	2	14	5	0	0	8	2	2	0	4	0	0	0	3	3	1	0	1	0	0	0	4	1	0	0	4	1	0	0
Cupriavidus basilensis D	0	1	2	0	1	2	6	0	2	0	1477	454	1	0	0	1	2	0	3	0	3	2	0	0	6	1	0	0	0	0	0	1	2	0	0	0	1	0	1	1	3	3	0	0	0	2	0	0	1276	201	313	141	1	0	0	0	0	0	0	1	2	0	0	0	2	1	0	0	2	1	2	0	0	0	0	0	5	1	0	1	0	0	0	0
Cutibacterium avidum	1	1	8	5	20	14	735	90	42	21	279	75	58	7	112	2	105	21	121	4	40	12	339	23	92	14	1066	70	1	0	1	0	3	5	3	2	14	6	10	4	633	102	69	21	32	10	15	6	253	26	44	31	38	20	1	6	97	15	2	0	88	17	10	11	112	9	3	1	30	10	9	3	312	27	19	4	68	24	7	7	859	207	40	30
Cutibacterium granulosum	44	17	9	5	10	8	11641	946	249	90	3884	687	485	28	1014	59	666	186	1855	57	237	76	2560	126	634	110	1861	185	32	12	5	12	7	2	2	3	5	5	5	3	10212	1429	679	267	226	23	65	25	3589	295	495	192	464	21	18	10	917	97	32	27	553	113	109	77	1730	125	37	20	219	18	60	16	2399	161	87	39	475	159	59	51	1480	381	107	78
Cutibacterium modestum	15	6	10	6	18	6	1933	313	38	14	684	169	73	13	633	38	374	103	606	32	32	9	1189	88	449	90	502	53	9	6	3	3	7	3	3	3	10	8	4	2	1657	276	204	109	30	8	11	3	624	60	127	42	67	6	10	3	588	45	28	10	323	51	67	36	558	48	19	13	28	4	9	0	1082	107	53	35	342	107	48	42	380	122	29	24
Cutibacterium namnetense	36	8	7	2	9	10	2381	311	70	34	1568	410	208	12	1080	66	574	163	3663	214	108	46	8687	429	986	163	1829	179	28	8	4	4	5	2	1	1	6	3	8	2	2023	358	218	93	60	10	21	13	1395	173	265	145	205	3	10	2	981	99	41	25	480	94	103	60	3147	516	137	77	102	6	35	11	8032	655	272	157	778	208	83	80	1448	381	95	84
Cutibacterium porci	4	1	2	3	7	6	463	57	22	9	123	23	39	7	103	16	76	15	142	8	15	12	286	21	93	27	103	13	4	0	0	1	1	1	1	2	7	0	5	1	361	102	38	19	20	2	7	2	110	13	19	4	33	6	5	2	98	5	11	5	64	12	9	6	126	16	4	4	14	1	11	1	272	14	12	9	68	25	13	14	80	23	10	3
DP-20 sp005879255	0	0	4	1	3	1	42	8	1	3	72	25	224	27	2	0	3	2	825	23	17	2	0	0	2	0	9	3	0	0	0	0	3	1	0	1	2	1	0	1	35	7	5	3	1	0	3	0	61	11	17	8	212	12	24	3	1	1	0	0	3	0	2	0	770	55	17	6	17	0	1	1	0	0	0	0	1	1	0	0	5	4	0	3
DUUL01 sp012841575	0	0	84	186	23	45	10	1	85	86	0	0	175	52	27	11	57	35	0	0	78	62	0	0	7249	2491	3	2	0	0	0	0	81	3	167	19	22	1	40	5	9	1	0	1	56	29	62	24	0	0	0	0	145	30	39	13	23	4	7	4	42	15	23	12	0	0	0	0	65	13	51	11	0	0	0	0	5884	1365	1699	792	0	3	0	2
Dermacoccus nishinomiyaensis	0	0	1	0	9	2	1124	56	10	1	87	6	54	3	51	1	32	7	224	4	9	1	20	0	23	5	15	0	0	0	0	0	1	0	0	0	8	1	2	0	984	140	41	15	5	5	0	1	80	7	3	3	37	17	0	3	48	3	1	0	31	1	4	3	223	1	1	3	7	2	1	0	18	2	0	0	19	4	3	2	8	7	0	0
Desulfobulbus oralis	0	1	91466	49085	61364	30950	196566	20750	119575	58962	18237	5473	46676	9013	30991	6313	56706	22802	2	1	198913	82559	0	0	67338	21564	81	16	0	0	1	0	75191	16275	33452	15633	53029	8335	22498	8452	103195	93371	9335	11415	71155	48420	29742	29220	10830	7407	2254	3219	35920	10756	4730	4283	19237	11754	2742	3571	34664	22042	10400	12402	2	0	1	0	167180	31733	55450	27109	0	0	0	0	36421	30917	8135	13429	16	65	1	15
Desulfomicrobium orale	0	0	328634	167850	23354	14169	445	53	2764	1651	139	66	6976	1665	9910	2500	13394	5551	0	0	2051	1265	0	0	137	46	5	0	0	0	0	0	264517	64117	114804	53046	17645	5709	9258	4911	240	205	28	25	1317	1447	640	1011	69	70	21	45	4895	2081	849	816	5331	4579	931	1569	8089	5305	2393	3158	0	0	0	0	1326	725	579	686	0	0	0	0	72	65	18	28	1	4	0	0
Desulfovibrio sp000403945	0	0	258	181	186	91	411	55	241	130	47	11	143	27	54	21	147	55	0	0	507	206	0	0	183	54	1	0	0	0	0	0	209	49	121	60	163	23	71	20	199	212	26	29	139	102	60	70	26	21	5	6	117	26	14	13	32	22	10	11	97	50	29	26	0	0	0	0	428	79	145	61	0	0	0	0	102	81	15	39	0	1	0	0
Desulfovibrio sp003860215	0	0	3090	1664	5490	2949	24	3	13	11	3	7	11	9	83	14	38	13	0	0	15	9	0	0	2	2	0	1	0	0	0	0	2467	623	1126	538	4249	1241	1876	1073	19	5	2	1	8	5	4	7	3	0	7	0	7	4	5	4	48	35	5	9	21	17	7	6	0	0	0	0	14	1	5	4	0	0	0	0	1	1	0	2	0	0	0	1
Dialister invisus	22	3	2820	3781	611	576	74	9	6	6	30	8	13	12	19	7	22	19	14	0	176	120	8	1	11	5	34	2	22	0	1	2	2405	415	2918	863	536	75	461	115	61	13	7	2	4	2	4	2	29	1	5	3	13	0	8	4	16	3	3	4	16	6	12	7	14	0	0	0	170	6	96	24	8	0	1	0	8	3	2	3	29	5	0	2
Duganella sp900110275	0	0	2	0	1	1	15	0	0	3	12	7	6	0	1	1	2	1	1205	29	312	119	0	0	6	1	1	0	0	0	0	0	2	0	0	0	1	0	0	1	6	9	0	0	0	0	1	2	9	3	5	2	0	6	0	0	1	0	0	1	1	1	0	1	1142	63	24	5	295	17	96	23	0	0	0	0	2	4	0	1	0	1	0	0
Eggerthia catenaformis	0	0	899	1655	422	758	18	1	70	75	3	2	17	42	19	15	47	52	0	1	56	72	0	0	23	15	2	1	0	0	0	0	761	138	1281	374	343	79	593	165	8	10	1	0	38	32	39	36	2	1	1	1	17	0	25	17	15	4	7	8	34	13	26	26	0	0	0	1	47	9	49	23	0	0	0	0	16	7	7	8	2	0	0	1
Eikenella corrodens	0	1	372	280	4401	3045	48	5	51	30	169	60	0	0	2426	632	1754	842	2	0	214	110	1	0	0	1	31	2	0	0	0	1	307	65	219	61	3528	873	2155	890	22	26	1	4	28	23	14	16	98	71	29	31	0	0	0	0	1524	902	291	341	1078	676	413	429	2	0	0	0	164	50	72	38	1	0	0	0	0	0	1	0	31	0	1	1
Eikenella corrodens B	0	0	225	115	1480	835	56	4	43	22	135	39	11	4	2052	452	1452	633	1	0	169	89	1	0	0	1	8	0	0	0	0	0	177	48	77	38	1193	287	603	232	26	30	1	3	14	29	9	13	79	56	13	26	2	9	3	1	1316	736	211	241	881	571	276	357	1	0	0	0	136	33	58	31	1	0	0	0	0	0	1	0	4	4	0	0
Eikenella exigua	0	0	296	167	1088	700	66	8	63	31	162	48	19	13	1800	400	1261	529	0	0	185	90	0	0	10	4	0	2	0	0	0	0	232	64	111	56	856	232	485	215	33	33	1	7	27	36	16	15	94	68	16	32	19	0	4	9	1164	636	165	235	767	494	265	264	0	0	0	0	137	48	49	41	0	0	0	0	4	6	2	2	0	0	0	2
