#Classification	Sample #1	Sample #2	Sample #3	Sample #4	Sample #5	Sample #6	Sample #7	Sample #8	Sample #9	Sample #10	Sample #11	Sample #12	Sample #13	Sample #14	Sample #15	Sample #16	Sample #17	Sample #18	Sample #19	Sample #20	Sample #21	Sample #22	Sample #23	Sample #24	Sample #25	Sample #26	Sample #27	Sample #28
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__AG-409-I11|s__AG-409-I11 sp003215725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_D	0	0	1	4	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_D|s__Prochlorococcus_D marinus_B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_D|s__Prochlorococcus_D sp000760175	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_D|s__Prochlorococcus_D sp003217035	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E	0	0	8	3	11	5	12	0	5	3	5	1	19	4	9	3	3	3	6	0	10	3	0	0	0	1	11	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp014279755	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000737595	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp003210735	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000161795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp002701375	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp003211515	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp003211235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp013911515	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp002700765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp002170825	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp016777265	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000515235	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp900474185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp004212765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000153805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp002684175	0	0	0	0	0	0	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000737575	0	0	1	0	0	0	4	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp003211535	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000195975	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp014280195	0	0	0	0	1	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp002691345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000737535	0	0	1	0	1	0	0	0	0	1	0	0	8	1	0	1	2	0	0	0	2	1	0	0	0	1	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp003208835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000012625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp003209165	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp002724845	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp003210795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_E|s__Synechococcus_E sp000012505	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__AG-363-N16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__AG-363-N16|s__AG-363-N16 sp902634515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__AG-363-N16|s__AG-363-N16 sp003278305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__AG-363-N16|s__AG-363-N16 sp003280135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__AG-409-L14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__AG-409-L14|s__AG-409-L14 sp003215545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus	1	1	14	3	13	6	4	3	13	6	7	3	40	4	11	1	9	1	15	0	13	7	0	0	10	0	4	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp010030955	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp014654725	0	0	0	0	2	0	2	0	0	1	0	1	0	0	2	0	1	0	6	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp016882585	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp016882545	0	0	2	1	1	1	0	0	2	1	0	0	7	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp014217875	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp000179255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp000179235	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp018623875	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	4	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp009926195	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp018502385	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp016882485	0	0	2	0	2	2	0	1	1	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp019104765	0	0	2	0	1	1	0	0	4	0	0	0	0	1	0	0	1	1	0	0	2	0	0	0	1	0	1	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp010029175	0	1	1	0	1	0	0	0	0	0	1	0	4	0	0	0	2	0	4	0	0	1	0	0	1	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus limneticus	0	0	2	1	1	0	1	0	0	0	5	0	19	0	1	0	0	0	0	0	3	1	0	0	2	0	1	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp903934375	0	0	3	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Vulcanococcus|s__Vulcanococcus sp016882415	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_D	1	0	0	0	1	1	0	0	2	0	0	0	1	0	0	1	5	0	0	0	2	0	0	0	0	0	1	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_D|s__Synechococcus_D lacustris_A	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	2	0	0	0	0	0	1	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_D|s__Synechococcus_D sp009914645	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Synechococcus_D|s__Synechococcus_D lacustris	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__RGUW01	1	0	2	0	1	1	0	0	1	0	236	66	5	0	0	0	1	0	2	0	1	2	0	0	1	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__RGUW01|s__RGUW01 sp018970945	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__RGUW01|s__RGUW01 sp010027605	0	0	1	0	0	0	0	0	1	0	234	65	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__RGUW01|s__RGUW01 sp016882285	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A	3	2	2	14	12	13	8	3	12	8	4	1	28	57	13	14	10	11	1	0	6	14	1	1	17	19	0	1
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902522795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902538225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003281365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003216635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902600395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp002026015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902518475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902535185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003213375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902525075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902626525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003278955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp002026145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A marinus_AF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp000291825	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003216415	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003281315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003209655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp000757845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003214115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902576415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902574955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003211955	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp001989455	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003216535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902620895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003211655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003214215	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003281335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003214085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003279875	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003214175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003212655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp902572915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A marinus_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__PCC-6307|f__Cyanobiaceae|g__Prochlorococcus_A|s__Prochlorococcus_A sp003279945	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
