Species	BAN001.A0101.SG1.1	BAN001.A0102.SG1.4	CDM019.A0101.SG1.1	CDM019.A0102.SG1.4	CDM020.A0101.SG1.1	CDM020.A0102.SG1.4	FUM001.A0101.SG1.1	FUM001.A0102.SG1.4	FUM002.A0101.SG1.1	FUM002.A0102.SG1.5	FUM003.A0101.SG1.1	FUM003.A0102.SG1.4	GDN001.A0101.SG1.1	GDN001.A0102.SG1.3	GOY005.A0101.SG1.2	GOY005.A0103.SG1.4	GOY006.A0101.SG1.2	GOY006.A0102.SG1.5	GUE001.A0101.SG1.1	GUE001.A0102.SG1.4	PES001.B0101.SG1.3	PES001.B0102.SG1.5	SPM002.A0101.SG1.1	SPM002.A0103.SG1.4	VLD001.A0101.SG1.1	VLD001.A0102.SG1.2	ZAF001.A0101.SG1.1	ZAF001.A0103.SG1.4
Microbacterium algeriense	0	2	1	5	4	8	34	3	9	1	7036	1585	60	3	35	0	12	0	20	2	17	6	5	2	36	4	0	4
Micrococcus endophyticus	35	29	6	6	6	7	693	44	46	17	485	109	126	8	392	18	171	32	58	4	188	30	91	17	37	16	196	37
Micrococcus luteus	82	43	7	3	1	3	8073	496	542	149	6794	1223	1080	140	3863	103	1205	90	494	23	854	143	649	105	268	102	1550	287
Mogibacterium diversum	3	1	35	151	15	76	171	61	126	216	48	37	12	11	924	307	3839	1583	0	0	794	368	1	1	25	28	52	47
Mogibacterium pumilum	1	0	334	1257	99	430	725	281	1168	1860	295	194	81	116	4339	1405	18583	7357	1	0	2536	1166	7	0	126	143	2	5
Mogibacterium timidum	0	0	236	1217	113	869	47	27	145	234	25	27	81	76	386	161	1432	621	0	0	526	255	4	0	34	51	74	26
Moraxella A cinereus	26	91	0	0	0	2	1624	351	82	51	676	296	156	40	740	41	7404	1715	104	39	61	17	144	68	61	43	534	190
Moraxella A osloensis	22	66	0	0	0	8	1966	404	120	77	986	406	165	41	802	45	17043	3627	117	35	88	25	151	62	56	40	592	235
Moraxella A sp002478835	23	66	0	0	3	4	1493	279	62	52	622	251	168	47	641	37	10645	2510	110	39	663	233	120	54	31	33	548	173
Muriiphilus lacisalsi	7	4	2	1	1	1	124	26	1	3	11	5	5	4	16	0	22654	8205	11	6	12	3	6	6	3	1	470	169
Murimonas intestini	1	1	6	10	2	8	24	4	3	2	1	0	0	0	8	2	3742	945	2	0	5	1	0	0	4	0	127	49
Mycobacterium gordonae	128	45	1	1	2	7	92	43	8	7	43	8	261	88	83	6	28	3	793	58	18	9	916	160	107	65	734	173
Mycobacterium malmesburyense	3	2	1	3	0	2	47	8	7	0	8	0	17	4	12	1	11663	4277	24	2	12	3	31	6	1	6	208	105
NS-7 sp005877775	1	1	21	54	0	5	10	1	4	1	40	15	1213	140	6	0	10	2	800	58	3265	653	0	0	6	3	494	137
Nanoperiomorbus periodonticus	0	0	4766	10649	813	2586	122	46	35	43	1	0	93	39	147	44	301	89	0	0	3348	1079	2	0	1133	897	8	2
Nanoperiomorbus sp013333515	0	0	5145	11693	920	2671	259	69	100	91	8	6	140	86	203	49	455	137	0	0	4329	1350	0	0	2232	1696	6	3
Nanoperiomorbus sp905365345	0	0	5234	11756	920	2674	311	71	48	49	1	0	101	63	211	43	404	111	0	0	4408	1282	0	0	1457	1217	4	3
Nanoperiomorbus sp905372225	1	0	5159	12402	895	2567	180	46	56	48	0	0	90	49	173	33	308	102	0	0	3908	1165	0	0	1296	1080	3	0
Nanoperiomorbus sp905373275	0	0	5022	11187	926	2627	149	71	36	42	0	0	95	49	186	48	291	100	0	0	3843	1144	0	0	1277	942	6	0
Nanoperiomorbus sp905373385	0	0	5848	13781	1058	3134	186	67	42	49	0	0	39	45	215	54	378	108	0	0	4407	1494	0	0	1408	1182	6	0
Nanosynbacter lyticus	0	0	1163	2784	1135	3355	381	94	1565	1418	976	636	2275	936	4835	1079	11916	3475	0	0	2351	674	0	0	230	200	8	2
Nanosynbacter sp005697215	0	0	1633	3412	2136	5461	280	65	954	728	173	90	1962	793	1046	168	2454	587	1	0	1938	569	0	0	177	126	9	1
Nanosynbacter sp005697565	0	0	765	1605	1384	3777	240	65	8860	8277	799	531	1179	581	3246	582	5561	1443	0	0	7008	2072	1	0	117	97	13	4
Nanosynbacter sp010202115	0	0	1490	2985	1962	4509	321	61	1025	809	205	134	1376	555	1641	286	2827	645	0	0	2530	618	0	0	114	101	0	1
Nanosynbacter sp010202465	0	0	1090	2359	1387	3480	189	50	764	599	166	97	1233	415	893	169	1964	445	0	0	1554	445	0	0	112	100	0	1
Nanosynbacter sp010202645	0	0	1938	3551	2163	5620	200	68	808	600	171	82	1594	586	1098	183	2554	529	0	0	2060	551	0	0	151	147	8	1
Nanosynbacter sp010202845	0	0	1763	3165	2350	5762	314	60	885	643	159	97	2079	747	1091	196	2529	597	0	0	1904	536	0	0	157	124	2	0
Nanosynbacter sp013099015	0	0	2021	4130	2719	6968	269	57	996	811	220	105	1500	602	1434	263	2825	637	0	0	2832	679	0	0	590	413	4	0
Nanosynbacter sp013099195	0	0	1423	2827	1863	5022	284	48	950	798	188	77	1764	667	1258	208	2713	634	0	0	2027	558	0	0	172	127	5	1
Nanosynbacter sp013100805	0	0	1746	3376	2368	6111	309	63	816	628	153	103	1541	691	1065	175	2405	594	0	0	2286	614	0	0	160	149	0	2
Nanosynbacter sp013100825	0	0	828	1658	1377	3451	270	51	981	656	201	106	1393	480	1079	158	2299	518	0	0	1870	479	0	0	128	115	19	2
Nanosynbacter sp013333695	0	0	1590	3055	2074	5305	271	50	630	481	155	74	1656	634	1003	151	2260	580	0	0	2002	525	0	0	154	114	12	0
Nanosynbacter sp015257635	0	0	309	829	199	731	12	12	85	85	15	7	100	34	68	11	207	63	0	0	89	28	0	0	21	23	30	17
Nanosynbacter sp905372305	2	0	21970	55113	7260	21988	2297	550	2381	1884	337	188	29338	12843	2619	479	14227	3394	0	0	13160	3946	0	0	2727	2230	30	17
Nanosynbacter sp905372835	0	0	1138	2352	1349	3792	297	71	10080	8700	989	561	1324	612	3554	642	6102	1623	0	0	8035	2392	0	0	146	101	7	4
Nanosynbacter sp905373315	0	0	430	744	553	1464	154	45	11104	9914	1001	578	499	201	3684	670	5798	1504	1	0	8198	2357	2	1	77	55	3	0
Nanosynbacter sp905373795	2	0	23000	55101	7637	22986	1690	464	2091	1706	259	157	26530	11399	2201	401	11797	2774	0	0	11697	3401	0	0	2589	2303	20	15
Negativicoccus succinicivorans	0	1	2	1	1	0	13	7	2	1	5	2	0	0	10	1	12	1	1	1	0	1	0	0	2	2	3380	679
Neisseria cerebrosa	0	0	18	33	477	1339	10	1	164	187	12	15	0	0	1646	360	345	116	7	0	547	122	1	0	10	5	53	14
Neisseria elongata	6	7	303	529	9094	19243	80	17	3692	3164	621	327	16	2	55575	7434	9306	2373	17	3	4672	1101	6	3	4	7	40	11
Neisseria lactamica B	0	1	30	60	770	1942	38	1	159	144	25	22	3	0	6413	1550	1031	314	3	0	1976	555	6	2	5	2	37	6
Neisseria macacae	0	0	16	20	292	791	32	0	60	59	23	10	12	3	2031	465	338	119	3	0	591	183	0	1	2	2	7	10
Neisseria mucosa	0	0	18	30	686	1905	14	2	58	78	40	12	3	3	1962	410	351	118	1	0	478	136	1	1	3	2	33	12
Neisseria mucosa A	0	2	19	53	994	2617	32	3	252	263	61	29	0	5	6413	1343	1137	402	0	0	2016	552	4	4	11	3	161	41
Neisseria sicca	2	0	16	32	249	620	0	2	51	59	19	12	0	0	1901	469	311	101	0	0	613	194	4	0	1	1	7	2
Neisseria sicca A	3	0	31	77	906	2396	18	3	323	362	62	28	11	3	13152	3460	1963	815	3	0	4086	1315	0	1	4	5	50	5
Neisseria sicca B	0	1	9	24	268	708	21	2	55	60	20	12	1	1	1823	420	320	107	5	0	554	150	1	2	2	2	14	11
Neisseria sicca C	0	0	7	16	399	1152	2	1	58	103	20	7	0	0	1589	347	271	97	14	0	539	152	7	0	0	1	49	8
Neisseria sicca D	0	0	20	54	1767	4381	18	4	189	213	37	15	0	1	4327	878	787	247	9	1	1396	363	1	2	5	1	76	25
Neisseria sicca E	2	0	22	41	1262	3140	22	7	232	309	45	42	0	2	6340	1259	1045	393	1	0	1937	511	0	1	5	3	42	17
Neisseria sp000090875	2	5	462	829	4740	11405	54	6	180	162	55	50	3	1	14607	3218	1664	503	1	2	6982	2021	13	3	12	12	40	16
Neisseria sp000227275	0	0	25	30	262	635	67	4	73	71	10	8	3	0	2319	483	354	127	2	0	661	189	0	1	1	5	20	9
Neisseria sp000952795	1	0	15	29	337	900	26	1	50	69	15	10	0	0	1465	314	274	89	0	0	448	124	0	1	0	5	38	5
Neisseria sp001809325	0	2	30	51	804	2047	2	7	171	167	31	23	0	0	6088	1541	1012	355	0	0	1891	582	3	0	6	2	27	7
Neisseria sp001815675	0	0	8	29	230	637	8	1	70	78	16	11	0	0	2050	435	343	118	0	0	721	197	0	2	2	0	21	9
Nitratireductor C aestuarii	0	1	0	0	1	2	6	8	3	2	2	2	15	1	6	1	5175	2449	14	3	11	1	0	1	4	2	34	39
Olsenella uli	1	0	3479	3612	236	402	123	15	64	23	2	2	365	69	44	0	84	17	1	0	575	95	0	1	323	125	10	5
Olsenella F profusa A	2	1	221	300	151	229	198	29	64	40	37	13	435	58	52	5	137	28	2	0	924	152	9	3	520	193	22	14
Olsenella F sp001189515	5	3	395910	499600	176482	287898	88640	10592	28172	13144	130	54	115541	23898	15609	1702	32958	4664	2	0	262970	49543	3	2	183341	67121	575	227
Olsenella I phocaeensis	1	0	429	526	183	321	267	20	105	40	2	4	398	76	43	6	137	27	0	1	736	158	0	0	579	198	3	0
Oribacterium sp000160135	0	1	311	642	161	493	21	8	26	24	5	2	34	18	48	6	77	35	6	0	1306	332	9	0	14	17	38	9
Oribacterium sp013394775	0	0	2769	8395	363	1382	7	1	13	19	5	2	13	26	31	11	87	35	0	0	157	45	0	1	12	9	0	0
Ottowia sp001262075	1	0	8953	9878	265108	378033	68	11	98	41	248	129	77	13	3279	353	27112	5559	11	0	6798	1467	1	7	11	5	9	5
Ottowia sp003859965	0	0	39	19	328	490	136	20	273	104	626	294	77	11	8507	654	4243	612	0	0	1649	235	0	0	22	15	0	4
Paenibacillus C sp001428245	0	1	0	5	0	0	54	7	2	0	2	1	72	6	10	0	562	116	1955	111	96	18	0	0	1	0	9	1
Palsa-1315 sp003135435	2	1	2	7	2	3	235	61	8	2	1629	707	3628	609	0	0	25	3	1797	132	190	31	0	0	8	3	1220	347
Palsa-1315 sp005239475	0	1	1	6	1	0	246	50	6	0	1630	700	3699	573	4	1	40	3	1896	119	153	29	0	0	1	2	1105	316
Palsa-1315 sp005877535	0	0	6	2	1	5	312	53	2	4	1644	729	4751	673	0	0	23	5	2233	142	136	25	0	0	1	0	1140	278
Palsa-1315 sp005887945	1	1	4	5	0	3	605	95	16	5	3274	1380	7492	1122	8	0	50	7	3838	235	296	50	0	1	7	4	1874	516
Palsa-1315 sp018971525	1	1	0	5	0	1	159	17	1	4	800	342	1952	334	2	0	28	3	1032	69	82	10	0	0	1	3	706	171
Pantoea agglomerans	56	30	1	1	1	0	74	13	7	3	29	14	35	4	546	20	60	7	20	3	24169	4368	6	2	18	10	43	12
Pantoea brenneri	2	1	1	0	1	2	171	14	4	4	22	6	0	6	5051	246	9	2	15	2	69	12	2	1	11	0	16	5
Paracoccus aeridis	2	2	3	1	4	3	2481	154	41	5	452	92	124	9	295	11	129	6	47	2	14	3	53	5	9	0	77	8
Paracoccus marcusii	21	19	2	3	2	2	1435	125	21	6	144	33	160	16	903	39	319	42	37	4	260	30	129	31	46	13	430	87
Paracoccus salipaludis	2	0	0	1	2	1	2495	140	28	3	131	29	32	5	162	2	43	3	25	4	9	1	11	1	4	2	15	5
Pararheinheimera mesophila	5	5	0	0	0	0	37	3	0	0	1	5	15	2	15590	1413	7	3	0	0	13	4	36	16	198	145	126	54
Parvimonas micra	0	1	1624	12768	439	4118	94	61	223	728	58	134	78	74	752	560	1823	1699	1	1	301	319	0	3	13	33	31	34
Parvimonas sp000214475	0	0	220	1777	136	1199	98	69	274	807	79	168	48	52	1223	985	2608	2430	0	0	322	331	1	0	3	18	15	6
Parvimonas sp000223315	0	0	565	4925	663	6092	90	95	701	2000	86	130	103	334	1156	857	3802	3421	0	0	659	707	0	0	12	22	2	18
Parvimonas sp001553085	0	0	24	260	30	284	113	65	158	417	36	30	41	40	302	239	840	689	0	0	138	125	0	1	4	9	2	3
Parvimonas sp015257355	1	3	50	434	53	626	10	24	204	677	33	44	38	41	441	349	1204	1123	0	0	133	156	0	0	3	4	5	7
Pauljensenia bouchesdurhonensis	6	0	55	91	88	133	441	46	318	147	463	154	188	29	1434	157	1768	308	8	0	2563	421	7	1	90	45	106	26
Pauljensenia cardiffensis	0	0	33972	40073	7829	12006	8879	1208	119078	64713	108	62	18698	3158	11274	1388	28000	5629	0	0	38894	5295	0	0	1949	1139	98	46
Pauljensenia culturomici	0	0	199	242	99	146	87	8	291	134	94	37	519	65	286	27	603	112	2	0	1087	171	2	0	51	25	2	1
Pauljensenia georgiae	0	1	18307	14669	7091	7671	5093	640	3672	1462	11041	2966	1236	158	14697	1152	7634	1135	4	0	14626	2009	7	1	9578	3842	167	25
Pauljensenia hongkongensis	2	0	10696	8882	9509	9827	6515	835	2880	1126	16121	4144	611	89	13075	1097	7131	1086	8	0	13967	1758	20	3	13002	5261	432	57
Pauljensenia hyovaginalis	2	0	561	589	844	1202	112	17	336	172	92	41	511	57	297	32	511	90	6	0	1089	169	0	0	48	34	3	3
Pauljensenia mediterranea	1	2	453356	461972	285278	380268	155	28	1231	632	104	32	439	85	360	56	813	149	0	0	1322	230	0	0	80	39	5	2
Pauljensenia meyeri	2	1	1415	1448	8365	11946	1839	303	424	206	1360	461	50895	7156	3655	393	16352	2695	3	0	74923	10569	0	0	362	172	23	9
Pauljensenia odontolytica	5	7	1424	1341	325	468	529	68	821	385	6892	2346	415	65	17808	1786	14304	2485	0	0	7640	1054	32	7	94	55	87	19
Pauljensenia odontolytica A	0	0	61	59	37	69	201	26	166	72	630	194	145	22	1846	215	1711	277	34	0	2340	353	19	6	75	38	443	63
Pauljensenia odontolytica B	4	5	35	35	15	38	215	26	135	53	455	153	66	27	1331	130	1335	244	2	0	1523	236	6	0	17	13	475	60
Pauljensenia odontolytica C	0	1	20	22	27	30	77	14	83	41	230	73	77	13	697	81	726	136	5	0	1033	155	0	1	19	9	47	2
Pauljensenia sp000185285	3	2	354	426	265	352	975	110	583	293	1665	645	1732	241	5263	504	12403	2117	15	1	31644	4333	44	7	322	162	640	70
Pauljensenia sp000278725	2	2	69	103	64	121	799	98	393	222	706	235	263	44	2235	197	2677	453	69	5	3524	538	116	15	134	65	1527	225
Pauljensenia sp000411415	1	1	65	63	41	52	240	18	141	69	351	123	138	18	1106	136	1286	231	5	0	1855	312	5	0	41	21	60	23
Pauljensenia sp000466265	2	0	92	101	121	158	791	73	504	199	627	235	400	60	2134	222	2817	468	7	3	4140	654	23	0	90	51	109	14
Pauljensenia sp001064145	0	0	53	55	40	37	227	18	122	41	352	102	78	25	979	114	1161	177	1	0	1469	222	1	1	40	10	52	15
Pauljensenia sp001072465	2	0	27	32	23	32	113	12	63	29	198	86	82	18	640	63	621	118	2	0	912	129	9	2	26	11	67	9
Pauljensenia sp001838165	0	0	44	30	49	66	177	8	107	60	297	100	70	20	850	105	894	183	10	0	1363	208	5	0	20	11	90	12
Pauljensenia sp018375675	0	1	33	58	32	36	148	15	139	70	254	109	85	11	749	77	748	136	0	0	1056	171	0	0	18	8	131	19
Pauljensenia sp018382595	0	0	20	30	17	21	100	12	84	42	223	71	63	19	638	65	584	100	0	0	734	108	3	0	16	8	64	11
Pauljensenia sp018986735	0	0	79	110	64	102	74	10	168	93	86	28	430	68	248	31	404	64	0	1	844	149	0	0	64	31	0	1
Pauljensenia sp900556405	0	1	75	86	34	48	137	17	96	54	209	104	78	19	679	80	747	145	9	1	1037	174	0	4	22	12	24	8
Pauljensenia sp902373435	0	1	782	659	453	496	155	20	167	63	376	143	245	35	1142	137	1323	255	0	0	2007	272	0	1	20	11	56	11
Pauljensenia sp902373545	2	1	96	118	109	151	794	75	409	209	613	213	302	40	2017	183	2642	408	0	0	4056	544	5	0	98	56	166	32
Pedobacter panaciterrae A	2	10	0	2	3	15	76	7	3	1	32	4	0	1	28	7	291	18	14	0	1550	304	180	15	107	53	45	6
Pelomonas depolymerans A	1	2	1	2	4	7	19	4	2	6	11222	4654	0	2	41	3	26	3	3	0	14	2	0	0	22	15	2	2
Pelomonas puraquae	2	1	2	4	7	8	2627	232	191	56	2918399	1161736	68	8	71	4	33	6	15	1	16	8	17	3	25	6	6	4
Pelomonas saccharophila	1	1	2	6	4	9	42	3	15	1	17236	7484	6	3	37	3	17	0	5	1	19	2	1	1	55	38	12	1
Pelomonas sp003963005	1	1	10	11	4	7	99	11	10	5	96533	39304	46	8	40	2	17	4	6	5	34	1	1	1	42	29	13	5
Pelomonas sp003963075	3	6	2	1	3	11	142	20	6	1	18552	7837	145	9	30	5	16	1	37	8	7	4	40	14	32	34	15	12
Peptidiphaga gingivicola	2	0	1695	1823	1484	2218	65	10	360	94	101	26	95	17	2463	282	1014	140	0	0	866	130	5	0	40	13	107	14
Peptidiphaga sp000466165	0	2	438	449	81	123	207	14	280	138	157	53	201	36	256	26	279	39	41	1	626	105	77	1	87	43	560	76
Peptidiphaga sp905373325	0	1	1517	1576	4329	6843	30	5	117	73	35	19	77	11	3683	423	1332	208	0	0	589	117	4	0	37	14	20	5
Peptoanaerobacter margaretiae	0	0	841	5584	4566	29265	149	103	787	1973	681	962	9	25	20123	11755	8157	6804	0	0	4010	3087	0	1	12	27	2	4
Peptoanaerobacter stomatis	0	0	483	2696	239	1766	16	14	218	398	13	23	76	99	317	187	573	276	0	0	238	148	0	0	25	20	8	9
Peptoanaerobacter yurii	0	0	698	4274	11097	70815	74	73	966	2427	792	1098	2	34	24686	14787	9559	7837	0	0	4852	3852	0	4	7	28	7	8
Peptoniphilus A lacydonensis	7	11	2	15	2	10	440	246	16	34	152	175	10	12	196	34	303	160	15	24	16	11	695	330	45	67	545	516
Peptostreptococcus canis	0	0	250	1703	388	3211	23	12	271	454	9	6	82	91	204	95	354	182	0	0	176	106	0	0	10	17	1	0
Peptostreptococcus sp000758885	0	1	15	144	23	119	105	57	288	504	11	17	5	22	285	111	459	281	0	0	663	319	0	0	18	38	6	9
Peptostreptococcus sp900759325	0	0	24	161	17	151	346	115	588	1029	26	34	27	55	497	238	959	546	0	0	1446	765	0	0	61	82	9	7
Peptostreptococcus stomatis	0	3	990	5129	746	5195	3582	1598	8013	13735	418	425	592	733	7371	2915	13448	6871	8	0	21354	10553	0	0	604	922	50	30
Phocaeicola abscessus	0	0	10942	27369	2006	6473	0	2	7	25	2	1	13	7	26	9	22	10	0	0	52	34	0	0	5	1	3	1
Phreatobacter sp000751295	3	0	0	8	5	3	46	11	10	5	14568	5582	0	0	18	1	20	3	4	0	26	5	5	1	11	4	6	1
Porphyromonas catoniae	1	4	11	23	930	2457	29	13	36	37	139	116	0	0	3701	817	612	202	1	0	122	49	3	1	1	2	137	30
Porphyromonas endodontalis	6	12	371	981	756	2525	286	33	35	40	24	17	7	3	92	29	126	54	4	0	44	29	4	4	22	14	87	39
Porphyromonas gingivalis	4	9	7131	16093	1932	5849	62	14	936	1000	31	25	88	68	381	100	577	285	9	1	333	126	7	1	74	63	72	18
Porphyromonas pasteri	2	8	9	24	102	286	219	37	16	8	39	23	0	5	3825	670	1548	448	6	2	83	28	31	12	59	32	326	63
Porphyromonas sp000467855	10	9	139	224	1006	2228	43	14	31	41	10	8	0	0	1635	301	884	299	2	2	75	26	7	6	8	5	557	84
Porphyromonas sp018127745	0	1	8	10	415	651	35	2	22	17	8	1	0	1	2662	340	410	115	4	0	29	8	0	1	2	0	10	4
Porphyromonas sp905372525	0	0	17	39	2943	6924	30	14	103	113	224	172	0	0	8267	1651	1347	418	2	0	389	134	1	1	0	7	492	109
Porphyromonas A bennonis	2	2	0	2	4	4	350	27	4	1	21	3	0	1	38	1	14	2	6	1	3	0	1	1	6	14	14821	2319
Porphyromonas A sp001808555	0	3	2	1	2	4	245	31	4	1	23	5	0	3	74	3	23	8	8	2	1	1	0	0	3	1	31692	5280
Porphyromonas A sp900541275	0	0	1	2	0	2	158	9	2	3	7	0	14	0	73	5	35	2	6	0	7	3	4	1	6	1	152098	25675
Prevotella buccae	3	6	676	1441	384	1120	13	2	5	1	0	1	0	2	28	3	7	3	4	0	4	5	0	2	1	1	25	8
Prevotella conceptionensis	1	11	4573	11120	4452	13947	199	46	71	81	20	13	0	0	3969	1184	1563	714	0	1	374	145	21	6	32	19	93	38
Prevotella intermedia	7	11	594	1820	518	2082	77	28	117	175	11	4	15	10	1017	385	751	453	0	0	441	174	0	3	32	22	56	24
Prevotella koreensis	1	2	2688	8007	515	2050	91	46	42	109	1	1	18	7	700	238	1087	584	4	0	649	348	0	0	192	208	22	8
Prevotella loescheii	3	3	1987	5216	9585	31966	132	46	320	395	39	47	10	1	57222	18159	15221	7100	0	0	4381	2119	13	5	69	58	109	30
Prevotella maculosa	2	1	1237	3323	326	1197	28	6	25	21	21	3	5	1	84	6	20	14	1	1	71	41	0	0	6	2	45	13
Prevotella micans	0	0	586	1804	324	1317	19	0	0	0	0	1	0	0	11	7	4	5	0	0	58	26	2	0	1	0	1	0
Prevotella saccharolytica	2	3	874	2975	3503	13830	38	8	109	179	24	28	9	3	2823	969	818	423	0	0	527	273	0	0	25	37	6	6
Prevotella shahii	1	1	248	724	357	1298	1	7	8	15	3	3	0	0	718	264	214	106	0	0	71	33	0	2	1	5	9	4
Prevotella sp905373605	0	5	1081	2584	183	643	17	3	7	8	4	1	0	0	377	128	106	49	0	0	25	14	0	0	0	1	0	3
Propionibacterium acidifaciens	1	1	88	98	220	263	146	18	104	45	428	171	228	40	101	12	174	21	0	1	386	69	8	2	45	18	64	11
Prosthecochloris vibrioformis	0	0	8	11	92	251	9	4	2	5	4	2	0	3	126	28	594	210	0	0	3759	1081	0	0	9	6	0	0
Proteiniphilum sp003712195	0	0	638	1919	100	420	0	0	1	2	0	0	12	11	17	6	21	2	0	0	11	9	0	0	0	0	0	0
Pseudaminobacter camelthorni	3	0	5	2	2	3	9	0	4	1	5	4	0	0	7	1	14	2	38	2	12174	2344	1	0	7	2	18	2
Pseudoduganella guangdongensis	0	0	2	1	3	6	0	2	1	1	9	14	6	1	16	0	5	3	4	0	33	7	0	0	5152	2551	45	19
Pseudomonas B oryzihabitans	1	1	0	1	4	1	55	8	4	2	35	10	14	4	635	28	40	6	309	35	1845	193	20	4	3	2	24	11
Pseudomonas B oryzihabitans B	5	2	0	3	1	0	152	11	9	6	90	21	3	5	1058	18	77	7	515	35	2036	184	9	3	9	5	24	13
Pseudomonas B oryzihabitans D	0	0	1	1	1	3	2	1	3	3	11	1	0	3	106	1	15	0	42	2	20576	1743	0	0	1	1	1	1
Pseudomonas E anatoliensis	1	0	1	0	0	0	3	2	0	0	0	0	0	0	8	0	9	2	0	0	8191	1295	0	0	2	1	11	1
Pseudomonas E azotoformans A	3	1	1	0	2	0	20	5	0	0	2	0	18	4	21	0	8	0	4	3	104192	17312	6	1	10	2	389	70
Pseudomonas E azotoformans B	2	0	0	0	0	2	66	9	0	0	5	0	65	3	10	0	0	0	0	0	2566	445	0	0	5	2	0	1
Pseudomonas E bubulae	4	3	0	0	0	0	532	73	2	1	41	14	13	2	64	4	59	13	11	1	14733	1985	37	6	21	15	472	80
Pseudomonas E coleopterorum	0	0	1	1	2	3	41	0	5	4	12	3	0	2	15	0	7	0	6	0	24899	3434	4	1	9	0	30	5
Pseudomonas E deceptionensis	0	1	0	1	0	0	20	3	0	0	3	2	0	0	12	1	22	1	0	0	3216	433	5	0	2	1	40	9
Pseudomonas E fluorescens BG	0	2	0	0	0	1	4	2	4	4	6	10	13	0	22	0	8	1	1	0	2943	650	0	0	0	0	0	1
Pseudomonas E fragi	1	4	0	1	0	2	739	107	5	1	10	1	0	7	58	2	87	9	3	0	2644	337	20	4	83	26	113	23
Pseudomonas E fragi D	1	0	0	0	0	0	102	14	3	3	5	0	1	2	12	3	25	5	0	1	3304	460	4	3	3	3	124	23
Pseudomonas E fulva	3	1	0	0	0	2	20	4	5	0	11	1	13	2	6910	229	6	1	0	1	336	56	8	1	3	4	10	4
Pseudomonas E gregormendelii	0	1	1	0	0	2	0	0	0	1	0	1	0	0	2	0	11	2	0	0	3780	582	0	0	3	1	14	0
Pseudomonas E helleri	0	2	1	0	1	3	70	12	7	3	1	1	22	1	37	2	27	1	10	1	4284	713	20	1	4	5	23	1
Pseudomonas E hunanensis	8	10	0	1	0	1	75	4	5	0	4	5	46	18	366	25	46	6	21	4	35735	5648	15	16	466	191	44	14
Pseudomonas E iridis	11	7	1	1	0	3	0	3	4	0	15	5	0	0	18	0	13	4	0	2	21339	3048	0	1	5	2	26	6
Pseudomonas E juntendi	2	1	0	0	0	0	283	14	10	3	28	10	73	2	277	10	24	2	17	1	18232	2034	11	2	26	7	181	31
Pseudomonas E koreensis C	63	41	0	0	0	0	116	9	8	4	20	4	4	0	2038	57	29	9	8	0	1172	213	175	74	10	7	25	8
Pseudomonas E lactis	1	0	1	0	0	1	96	10	3	0	47	12	2	4	514	22	10	2	0	0	2497	337	9	3	34	20	16	4
Pseudomonas E nabeulensis	2	2	0	0	1	0	0	1	5	3	12	15	14	2	16	2	9	1	0	0	2881	575	0	0	0	0	5	0
Pseudomonas E paracarnis	1	2	0	0	0	0	351	102	2	2	26	12	25	4	87	3	15	1	11	0	20515	2706	36	3	22	9	25	8
Pseudomonas E proteolytica	4	0	1	2	1	1	22	2	1	1	9	4	0	0	16	0	147	34	5	0	4061	577	12	0	2	0	259	94
Pseudomonas E psychrophila	0	0	1	0	2	0	157	29	0	2	9	1	0	0	200	6	60	24	3	0	17175	2494	1	3	1	1	490	100
Pseudomonas E psychrophila A	2	0	0	0	1	2	2	1	0	1	4	4	7	0	19	3	7	0	0	0	2945	516	2	1	0	1	54	10
Pseudomonas E putida	1	1	0	1	0	1	267	29	4	0	21	9	23	3	2206	67	50	5	25	1	2232	344	23	7	13	8	49	11
Pseudomonas E putida E	42	29	0	0	0	1	676	21	0	2	7	5	7	0	154	7	9	3	3	1	110	15	55	35	6	1	2277	943
Pseudomonas E putida H	16	4	0	0	2	4	70	6	10	8	7	2	0	2	13623	430	45	7	6	1	325	56	6	4	34	7	23	11
Pseudomonas E putida P	4	2	0	0	0	2	21	2	1	1	10	4	5	3	149	5	2	3	4	1	15784	2589	11	3	17	8	8	8
Pseudomonas E qingdaonensis	32	15	1	1	1	2	71	7	4	1	49	11	18	2	226	16	90	17	26	2	2201	305	26	10	9	9	102	33
Pseudomonas E rhizosphaerae	0	0	1	3	2	3	16	0	3	1	2	1	1	0	8	1	3	0	0	1	2695	394	2	1	2	0	4	2
Pseudomonas E sivasensis	2	0	1	1	0	2	2356	336	2	1	8	1	0	2	16	1	23	5	0	0	4091	676	7	2	1	1	111	34
Pseudomonas E sp000416235	0	0	0	0	1	3	4	0	0	0	1	0	0	1	4	0	6	1	0	0	9944	1393	0	1	4	0	10	1
Pseudomonas E sp001269815	4	1	0	0	0	0	0	1	0	0	2	0	0	1	18	0	6	1	0	0	6998	1152	12	2	23	9	13	3
Pseudomonas E sp002836515	6	6	0	0	0	0	6	1	4	1	5	2	1	1	136	7	57	7	0	0	82606	13473	14	3	5	3	28	9
Pseudomonas E sp002843585	19	8	0	1	2	1	104	6	2	2	42	8	10	3	52	0	46	6	11	0	51012	7030	9	0	5	0	16	7
